Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kbase.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kbase.sys

    00000000 characteristics
    C70CD32F time date stamp
        0.00 version
           1 ordinal base
        2493 number of functions
        2493 number of names

    ordinal hint RVA      name

        680  29D 0010BE60 EtwFontLoadAttemptEvent
        681  29E 00094AF0 EtwGdiSysMemToken
        682  29F 00096890 EtwLogicalSurfCreateEvent
        683  2A0 00097720 EtwLogicalSurfDestroyEvent
        684  2A1 000995C0 EtwLogicalSurfEnableDirtyNotificationEvent
        685  2A2 000991D0 EtwLogicalSurfPhysSurfBindEvent
        686  2A3 000995E0 EtwLogicalSurfPhysSurfUnbindEvent
        687  2A4 0010BE90 EtwLogicalSurfRemovedTranslationFromDirtyEvent
        688  2A5 0010BED0 EtwLogicalSurfRemovedTranslationFromMoveEvent
        689  2A6 0008C110 EtwPhysicalSurfCreateEvent
        690  2A7 00093D80 EtwSyscallFilterMessage
        691  2A8 000ED710 EtwTraceArmDitMouseFlush
        692  2A9 0009B880 EtwTraceAuditApiRegisterRawInputDevices
        693  2AA 00099600 EtwTraceAuditApiSetWinEventHook
        694  2AB 000ED740 EtwTraceAuditApiSetWindowsHookEx
        695  2AC 00076700 EtwTraceBeginAppMessageProcessing
        696  2AD 000181B0 EtwTraceBeginCallback
        697  2AE 000ED8F0 EtwTraceBeginDelegateInputCallback
        698  2AF 000EDA20 EtwTraceBeginDelegatedInputWorker
        699  2B0 00088040 EtwTraceBeginDispatchMessage
        700  2B1 00097BA0 EtwTraceBeginInjectMouse
        701  2B2 000EDAF0 EtwTraceBeginPointerFrameBuildPartial
        702  2B3 000EDB20 EtwTraceBeginPointerFrameCoalesce
        703  2B4 000EDB70 EtwTraceBeginPointerFrameCommit
        704  2B5 000EDBA0 EtwTraceBeginPointerFrameCreation
        705  2B6 000EDBD0 EtwTraceBeginPointerFrameMessageGeneration
        706  2B7 000EDC00 EtwTraceBeginPointerMessageGeneration
        707  2B8 000EDC30 EtwTraceBeginPointerMessageRetrieve
        708  2B9 000EDC90 EtwTraceBeginPointerSetTargetWindows
        709  2BA 00086E40 EtwTraceBeginRetrieveSendMessage
        710  2BB 0007D030 EtwTraceBeginSendMessage
        711  2BC 00098970 EtwTraceBeginTranslateMessage
        712  2BD 000A3120 EtwTraceChangeDisplayModeBroadcast
        713  2BE 0009CB10 EtwTraceCompleteInputDeviceRead
        714  2BF 000935D0 EtwTraceCompositionSurfaceObjectUpdateEvent
        715  2C0 000EDCE0 EtwTraceContactVisualizationDown
        716  2C1 000EDD10 EtwTraceContactVisualizationInfo
        717  2C2 000EDD40 EtwTraceContactVisualizationUp
        718  2C3 000EDD70 EtwTraceConvertTimeOutToBlocking
        719  2C4 000EDDB0 EtwTraceConvertibleState
        720  2C5 000EDDE0 EtwTraceCopyPointerInputFrameStart
        721  2C6 000EDE10 EtwTraceCopyPointerInputFrameStop
        722  2C7 000EDE40 EtwTraceCursorSize
        723  2C8 000EDE70 EtwTraceDCompBeginFrameEvent
        724  2C9 0000A090 EtwTraceDCompCommitBatchEvent
        725  2CA 0003C230 EtwTraceDCompDeferBatchEvent
        726  2CB 0006C990 EtwTraceDCompGetBatchEvent
        727  2CC 00002A70 EtwTraceDITResolveDCompInputHandleToHwnd
        728  2CD 000EDEA0 EtwTraceDITSpeedHitTestFailedRevalidation
        729  2CE 0008E720 EtwTraceDWMGetDirtyRegion
        730  2CF 000AB6D0 EtwTraceDisplayChange
        731  2D0 000A3BE0 EtwTraceDitDisEngaged
        732  2D1 000A3C20 EtwTraceDitEngaged
        733  2D2 000EDED0 EtwTraceDitMmcssWorkStart
        734  2D3 000EDF00 EtwTraceDitMmcssWorkStop
        735  2D4 000A3BC0 EtwTraceDitShutdown
        736  2D5 000EDF30 EtwTraceDitTerminated
        737  2D6 000A3C60 EtwTraceDitWaitForRitDisEngagement
        738  2D7 000EDF60 EtwTraceDockState
        739  2D8 000EDF90 EtwTraceDwmManipulationFrameRouted
        740  2D9 000EDFC0 EtwTraceDwmManipulationFrameStart
        741  2DA 0009B2F0 EtwTraceDwmSyncFlushForceRenderAndWaitForBatchBegin
        742  2DB 0009B2D0 EtwTraceDwmSyncFlushForceRenderAndWaitForBatchEnd
        743  2DC 000EDFF0 EtwTraceEdgyDetectionStart
        744  2DD 000EE020 EtwTraceEdgyDetectionStop
        745  2DE 00077280 EtwTraceEndAppMessageProcessing
        746  2DF 00018180 EtwTraceEndCallback
        747  2E0 000EE050 EtwTraceEndDelegateInputCallback
        748  2E1 000EE180 EtwTraceEndDelegatedInputWorker
        749  2E2 00088060 EtwTraceEndDispatchMessage
        750  2E3 00097B60 EtwTraceEndInjectMouse
        751  2E4 000EE220 EtwTraceEndPointerFrameBuildPartial
        752  2E5 000EE250 EtwTraceEndPointerFrameCoalesce
        753  2E6 000EE2A0 EtwTraceEndPointerFrameCommit
        754  2E7 000EE2D0 EtwTraceEndPointerFrameCreation
        755  2E8 000EE300 EtwTraceEndPointerFrameMessageGeneration
        756  2E9 000EE330 EtwTraceEndPointerMessageGeneration
        757  2EA 000EE360 EtwTraceEndPointerMessageRetrieve
        758  2EB 000EE3C0 EtwTraceEndPointerSetTargetWindows
        759  2EC 00086E70 EtwTraceEndRetrieveSendMessage
        760  2ED 00086AC0 EtwTraceEndSendMessage
        761  2EE 00098950 EtwTraceEndTranslateMessage
        762  2EF 00096F60 EtwTraceFocusChange
        763  2F0 00097050 EtwTraceFocusedProcessChange
        764  2F1 000EE410 EtwTraceForegroundWindowFullScreenStart
        765  2F2 00004960 EtwTraceForegroundWindowFullScreenStop
        766  2F3 0006D3B0 EtwTraceGreLockAcquireSemaphoreExclusive
        767  2F4 00073DC0 EtwTraceGreLockAcquireSemaphoreShared
        768  2F5 0010BF10 EtwTraceGreLockAcquireSemaphoreSharedStarveExclusive
        769  2F6 0006C070 EtwTraceGreLockReleaseSemaphore
        770  2F7 0009CF00 EtwTraceGreMovePointerBegin
        771  2F8 0009CEE0 EtwTraceGreMovePointerEnd
        772  2F9 000A2F10 EtwTraceIdleActionExpiration
        773  2FA 0008BBF0 EtwTraceIdleStatus
        774  2FB 0002EBD0 EtwTraceInputProcessDelay
        775  2FC 0008B3A0 EtwTraceInputQueueLocked
        776  2FD 000978A0 EtwTraceInputQueueLockedPeekRecursion
        777  2FE 000968B0 EtwTraceInputQueueNoRemoveLocker
        778  2FF 000A26D0 EtwTraceInputQueueUnLocked
        779  300 0007D3E0 EtwTraceInternalSetTimer
        780  301 000862B0 EtwTraceKillTimer
        781  302 000A3AA0 EtwTraceLatencyModeSwitchStart
        782  303 000A3A80 EtwTraceLatencyModeSwitchStop
        783  304 0004AAB0 EtwTraceLayoutChangeStop
        784  305 000EE440 EtwTraceLegacyTouchPadDetected
        785  306 000A3850 EtwTraceLegacyTouchPadDetectionStart
        786  307 000A3830 EtwTraceLegacyTouchPadDetectionStop
        787  308 00073DE0 EtwTraceLifetimeAccum
        788  309 0002F3D0 EtwTraceMessageCheckDelay
        789  30A 000EE470 EtwTraceMouseInputApc
        790  30B 000A3350 EtwTraceMouseInputCoalesced
        791  30C 0010BF50 EtwTraceMoveRegion
        792  30D 00096640 EtwTraceOnInputXformUpdate
        793  30E 000EE4A0 EtwTracePTPElasticDragModeStart
        794  30F 000EE4D0 EtwTracePTPElasticDragModeStop
        795  310 000EE500 EtwTracePTPReadThresholdsStart
        796  311 000EE530 EtwTracePTPReadThresholdsStop
        797  312 000EE560 EtwTracePointerCoalesce
        798  313 000EE5C0 EtwTracePointerDeviceArrivalStart
        799  314 000EE5F0 EtwTracePointerDeviceArrivalStop
        800  315 000EE620 EtwTracePointerDeviceContactIds
        801  316 000EE660 EtwTracePointerDeviceContactTimerStart
        802  317 000EE690 EtwTracePointerDeviceContactTimerStop
        803  318 000EE6C0 EtwTracePointerDeviceInRangeMessageStart
        804  319 000EE6F0 EtwTracePointerDeviceInRangeMessageStop
        805  31A 000EE720 EtwTracePointerDeviceOutOfRangeMessageStart
        806  31B 000EE750 EtwTracePointerDeviceOutOfRangeMessageStop
        807  31C 000EE780 EtwTracePointerDeviceReadStart
        808  31D 000EE7B0 EtwTracePointerDeviceReadStop
        809  31E 000EE7E0 EtwTracePointerDeviceTransformationStart
        810  31F 000EE810 EtwTracePointerDeviceTransformationStop
        811  320 000EE840 EtwTracePointerNoCoalesce
        812  321 000EE8A0 EtwTracePointerPredictionStart
        813  322 000EE8D0 EtwTracePointerPredictionStop
        814  323 000EE900 EtwTracePostInjectedGestureMessage
        815  324 000AE0D0 EtwTracePowerOnGdiBegin
        816  325 000AE070 EtwTracePowerOnGdiEnd
        817  326 0006D210 EtwTraceProcessWindowInfo
        818  327 000EE960 EtwTracePseudoDevCreationStart
        819  328 000EE990 EtwTracePseudoDevCreationStop
        820  329 00076300 EtwTraceQueueMessage
        821  32A 000895F0 EtwTraceRetrieveInputMessage
        822  32B 000782A0 EtwTraceRetrievePostMessage
        823  32C 0007DD90 EtwTraceRetrievePseudoMessage
        824  32D 00086AF0 EtwTraceRetrieveQueueEventMessage
        825  32E 000A3C40 EtwTraceRitDisEngaged
        826  32F 000A3C00 EtwTraceRitReEngaged
        827  330 0010C080 EtwTraceSPIBlockedByFiltering
        828  331 00087420 EtwTraceSleepInputIdle
        829  332 000EE9F0 EtwTraceSmoothRotationStart
        830  333 000EEA20 EtwTraceSmoothRotationStop
        831  334 0009C120 EtwTraceStartInputDeviceRead
        832  335 0002D1E0 EtwTraceStartProcessQueuedMouseEvents
        833  336 0002D130 EtwTraceStopProcessQueuedMouseEvents
        834  337 000EEA50 EtwTraceTHQAStart
        835  338 000EEA80 EtwTraceTHQAStop
        836  339 000EEAB0 EtwTraceTimerDelayStatistics
        837  33A 000EEB10 EtwTraceTimerNoCoalescing
        838  33B 00080B00 EtwTraceTimerProc
        839  33C 0008F4C0 EtwTraceTokenCompositionSurfaceObjectEvent
        840  33D 000EEB60 EtwTraceTokenIndependentFlipSkipCompleteEvent
        841  33E 0008A340 EtwTraceTokenStateChangedEvent
        842  33F 000EEBA0 EtwTraceTouchHWTimeStamp
        843  340 000EEBF0 EtwTraceTouchInjectionStart
        844  341 000EEC20 EtwTraceTouchInjectionStop
        845  342 000EEC50 EtwTraceTouchPadAAP
        846  343 000EEC90 EtwTraceTouchPadConfidenceCleared
        847  344 000EECC0 EtwTraceTouchPadConfidenceUpped
        848  345 000EECF0 EtwTraceTouchPadCurtainSize
        849  346 000EED20 EtwTraceTouchPadCurtainState
        850  347 000EED40 EtwTraceTouchPadEnabledStatusChangeStart
        851  348 000EED70 EtwTraceTouchPadEnabledStatusChangeStop
        852  349 000EEDA0 EtwTraceTouchPadHIDProcessingStart
        853  34A 000EEDD0 EtwTraceTouchPadHIDProcessingStop
        854  34B 000EEE00 EtwTraceTouchPadHWTimeStamp
        855  34C 000EEED0 EtwTraceTouchPadTypeDiscovered
        856  34D 000EEF00 EtwTraceTouchPadWMPointerProcessingStart
        857  34E 000EEF30 EtwTraceTouchPadWMPointerProcessingStop
        858  34F 000EEF60 EtwTraceTouchPadWhiteListDeviceDetected
        859  350 000EEF90 EtwTraceTouchTargetingOffset
        860  351 000EEFD0 EtwTraceTouchTargetingPointerEvent
        861  352 000EF060 EtwTraceTouchTargetingPointerTargetStart
        862  353 000EF090 EtwTraceTouchTargetingPointerTargetStop
        863  354 000EF0C0 EtwTraceTouchTargetingSpeedHitTestStart
        864  355 000EF0F0 EtwTraceTouchTargetingSpeedHitTestStop
        865  356 000EF120 EtwTraceTouchTargetingWindowHitTestStart
        866  357 000EF150 EtwTraceTouchTargetingWindowHitTestStop
        867  358 000EF180 EtwTraceTouchpadEndInertiaQueued
        868  359 000EF1B0 EtwTraceTouchpadGestureDetected
        869  35A 000EF1E0 EtwTraceTouchpadInertiaContact
        870  35B 000EF210 EtwTraceTouchpadStopInertiaQueued
        871  35C 000EF240 EtwTraceTransformAgeDecay
        872  35D 0010C0B0 EtwTraceTrappedAppContainerRender
        873  35E 000EF270 EtwTraceUIPIClipboardError
        874  35F 000EF330 EtwTraceUIPIEventHookError
        875  360 000EF410 EtwTraceUIPIHookError
        876  361 0005A950 EtwTraceUIPIInputError
        877  362 0005AA70 EtwTraceUIPIMsgError
        878  363 0005A9E0 EtwTraceUIPISystemError
        879  364 000B08B0 EtwTraceUiAuditReadClipboard
        880  365 000B08F0 EtwTraceUiAuditWriteClipboard
        881  366 000B0920 EtwTraceUiLimitWriteClipboard
        882  367 0005EA80 EtwTraceUserIsActive
        883  368 00093090 EtwTraceWaitCursor
        884  369 0008F000 EtwTraceWakeDIT
        885  36A 0007B190 EtwTraceWakeInputIdle
        886  36B 0005C0B0 EtwTraceWakePump
        887  36C 0009EA50 EtwTraceWakeRIT
        888  36D 000A0350 EtwTraceWindowRenderingOldToNewRedirectionBitmap
        889  36E 000AB8B0 EtwTraceWinlogonSleepEndEvent
        890  36F 000AB890 EtwTraceWinlogonSleepStartEvent
        891  370 000AE0B0 EtwTracexxxUserResetDisplayDeviceBegin
        892  371 000AE090 EtwTracexxxUserResetDisplayDeviceEnd
        893  372 0010C270 EtwTranslationUpdate
        894  373 0010C2B0 EtwTranslationUpdateOffset
        895  374 0010C2E0 EtwTranslationUpdateOffsetDWM
        896  375 00088500 EtwUpdateEvent
        897  376 0010C310 EtwWindowRendering
        898  377 00154E40 ExecuteMarshaledInterceptRequest
        899  378 000ACFA0 ExecuteMarshaledPnpRequest
        900  379 001D5DF4 FP_0_0
        901  37A 001CF39C FP_0_5
        902  37B 001CF380 FP_1000_0
        903  37C 001CF38C FP_180_0
        904  37D 001CF370 FP_1DIV90
        905  37E 001CF398 FP_1_0
        906  37F 001CF388 FP_270_0
        907  380 001CF394 FP_2_0
        908  381 001CF37C FP_3600_0
        909  382 001CF384 FP_360_0
        910  383 001CF390 FP_3_0
        911  384 001CF374 FP_4DIV3
        912  385 001CF1E8 FP_90_0
        913  386 001CF368 FP_ARCTAN_TABLE_SIZE
        914  387 001CF36C FP_EPSILON
        915  388 001CF378 FP_M3600_0
        916  389 001CF364 FP_PI
        917  38A 001CF1E4 FP_SINE_FACTOR
        918  38B 000A0940 FastGetProfileDword
        919  38C 00038AB0 FastGetProfileDwordEx
        920  38D 0003A9D0 FastGetProfileIntFromID
        921  38E 00039460 FastGetProfileIntW
        922  38F 0003C740 FastGetProfileIntsW
        923  390 000ECA00 FastGetProfileKeysW
        924  391 00039DF0 FastGetProfileStringFromIDW
        925  392 00038C00 FastGetProfileStringW
        926  393 0003AEB0 FastGetProfileValue
        927  394 000ECC30 FastUpdateWinIni
        928  395 000A17A0 FastWriteProfileStringW
        929  396 000ECCA0 FastWriteProfileValue
        930  397 000991F0 FixupGlobalCursor
        931  398 00059C30 ForceCapture
        932  399 0009DED0 ForceResetMouseButtonsDownState
        933  39A 00014190 FreeObject
        934  39B 000A1110 FreeProfileUserName
        935  39C 000A39F0 FreeScancodeMap
        936  39D 0006D130 FreeThreadBufferWithTag
        937  39E 00034040 FreeTmpBuffer
        938  39F 0008D200 GdiPreUserProcessCallout
        939  3A0 00057DC0 GdiProcessCallout
        940  3A1 0004FA90 GdiThreadCallout
        941  3A2 0010C9E0 GdiThreadCalloutCleanup
        942  3A3 00058490 GdiUnmapGDIW32PIDLockedBitmaps
        943  3A4 000300E0 GenerateMouseMove
        944  3A5 0009B2A0 Get96DpiMetrics
        945  3A6 000881C0 Get96DpiServerInfo
        946  3A7 00154E70 GetAdjustedHimetric
        947  3A8 00154F60 GetAdjustedHimetricLong
        948  3A9 00154FC0 GetAdjustedHimetricWithoutRoundTripError
        949  3AA 00155090 GetAdjustedPointerLocations
        950  3AB 00155140 GetAdjustedPointerPixelLocation
        951  3AC 00156350 GetCurrentKbdTables
        952  3AD 001551A0 GetDelegationFlags
        953  3AE 00076930 GetDispInfo
        954  3AF 0005E440 GetKeyEventInputSource
        955  3B0 00156C30 GetModificationNumber
        956  3B1 00070190 GetModifierBits
        957  3B2 00109CE0 GetMonitorPhysicalDimensions
        958  3B3 001551B0 GetMouseSensitivity
        959  3B4 00155200 GetNextFrameId
        960  3B5 00155B40 GetPointerInputSource
        961  3B6 00039200 GetProcessLuid
        962  3B7 0007EC20 GetRegEDID
        963  3B8 001552D0 GetSavedCursorPosition
        964  3B9 0008F610 GetSessionDpiMetrics
        965  3BA 00094A80 GetSessionDpiServerInfo
        966  3BB 000EF4E0 GetW32kEtwEnabledKeyword
        967  3BC 00068D80 GetWin32kDriverObject
        968  3BD 000F24C0 GetWorkspaceId
        969  3BE 00136BF0 GetausMouseVKey
        970  3BF 0007D360 GreAcquireFastMutex
        971  3C0 00014940 GreAcquireHmgrSemaphore
        972  3C1 0010AED0 GreAcquirePushLockExclusive
        973  3C2 000777A0 GreAcquirePushLockShared
        974  3C3 00014990 GreAcquireSemaphore
        975  3C4 00016010 GreAcquireSemaphoreSharedInternal
        976  3C5 0010AEF0 GreAcquireSemaphoreSharedStarveExclusiveInternal
        977  3C6 000344E0 GreCleanDC
        978  3C7 00018310 GreCombineRgn
        979  3C8 000354F0 GreCopyVisRgn
        980  3C9 00010500 GreCreateBitmap
        981  3CA 00022230 GreCreateCompatibleDC
        982  3CB 000201A0 GreCreateDisplayDC
        983  3CC 0010A410 GreCreatePalette
        984  3CD 000A3A60 GreCreatePatternBrush
        985  3CE 00050CB0 GreCreatePatternBrushInternal
        986  3CF 000554A0 GreCreateRectRgn
        987  3D0 00022BE0 GreCreateRectRgnIndirect
        988  3D1 00037F50 GreCreateSemaphore
        989  3D2 000A2FC0 GreCreateSolidBrush
        990  3D3 0006BDF0 GreDCSelectBrush
        991  3D4 0006BBC0 GreDCSelectPen
        992  3D5 000181E0 GreDecLockCount
        993  3D6 0008B850 GreDecNonRBLockCount
        994  3D7 0008A8D0 GreDecQuotaCount
        995  3D8 0006E5F0 GreDeleteDC
        996  3D9 00012DE0 GreDeleteObject
        997  3DA 00037F70 GreDeleteSemaphore
        998  3DB 000FF590 GreDrvConnect
        999  3DC 000AE170 GreDwmDesktopOverlaysEnabled
       1000  3DD 00103020 GreDxgkEnableUnorderedWaitsForDevice
       1001  3DE 00109ED0 GreDxgkRegisterDwmProcess
       1002  3DF 0008C300 GreDxgkSetProcessStatus
       1003  3E0 0010AF40 GreEnterCriticalRegionAndAcquirePushLockExclusive
       1004  3E1 00062DD0 GreEnterCriticalRegionAndAcquirePushLockShared
       1005  3E2 00024E70 GreExtCreateRegion
       1006  3E3 000AD940 GreGdoDeviceIoControlEx
       1007  3E4 0001C630 GreGetBounds
       1008  3E5 000FCB40 GreGetBrushColor
       1009  3E6 00012B00 GreGetClipBox
       1010  3E7 000392B0 GreGetDCOrg
       1011  3E8 00035950 GreGetDCOrgEx
       1012  3E9 000359D0 GreGetDCPoint
       1013  3EA 0004F990 GreGetDeviceCaps
       1014  3EB 00101F40 GreGetDpiDepDefaultGuiFont
       1015  3EC 000FF1B0 GreGetHandleCount
       1016  3ED 00016030 GreGetLockCount
       1017  3EE 00032E40 GreGetNearestColor
       1018  3EF 00021600 GreGetObjectOwner
       1019  3F0 000FF1D0 GreGetPeakHandleCount
       1020  3F1 00037150 GreGetRegionData
       1021  3F2 000A35C0 GreGetRemoteContext
       1022  3F3 0007B220 GreGetRgnBox
       1023  3F4 000A9C10 GreGetScaledLogPixels
       1024  3F5 00017A20 GreGetStockObject
       1025  3F6 00072720 GreGetSystemFont
       1026  3F7 0007CB30 GreIncLockCount
       1027  3F8 0008B880 GreIncNonRBLockCount
       1028  3F9 00087BE0 GreIncQuotaCount
       1029  3FA 0009F370 GreIncrementDisplaySettingsUniqueness
       1030  3FB 00080630 GreInitializePushLock
       1031  3FC 00021DB0 GreIntersectClipRect
       1032  3FD 0010BA60 GreIntersectVisRect
       1033  3FE 0010AF80 GreIsDisplayLocked
       1034  3FF 00039620 GreIsDwmStateLocked
       1035  400 00095560 GreIsDynamicModeChangeLocked
       1036  401 000FF680 GreIsInLowBox
       1037  402 00034C00 GreIsRendering
       1038  403 0008CD50 GreIsSemaphoreOwnedByCurrentThread
       1039  404 00039640 GreIsSemaphoreOwnedOrSharedByCurrentThread
       1040  405 00097FF0 GreIsSemaphoreSharedByCurrentThread
       1041  406 00096900 GreIsValidRegion
       1042  407 0010AFB0 GreIsVisRgnLocked
       1043  408 0010AFE0 GreIsVisRgnLockedShared
       1044  409 0010B010 GreIsVisRgnPublishLocked
       1045  40A 00004A60 GreLddmProcessLockScreen
       1046  40B 0010B040 GreLeaveCriticalRegionAndReleasePushLockExclusive
       1047  40C 00062D40 GreLeaveCriticalRegionAndReleasePushLockShared
       1048  40D 00041610 GreLockDisplayDevice
       1049  40E 000323D0 GreLockDwmState
       1050  40F 000A2720 GreLockDynamicModeChange
       1051  410 0009F160 GreLockPointer
       1052  411 0010BC30 GreLockRegion
       1053  412 00041170 GreLockSprite
       1054  413 000148A0 GreLockVisRgn
       1055  414 00012800 GreLockVisRgnPublish
       1056  415 00041220 GreLockVisRgnShared
       1057  416 000412B0 GreLockVisRgnSharedOrExclusive
       1058  417 0010B070 GreLockVisRgnWithDmcLockAcquiredEx
       1059  418 0004ED70 GreMakeBitmapNonStock
       1060  419 00080CD0 GreMarkDeletableBitmap
       1061  41A 00080CF0 GreMarkDeletableRgn
       1062  41B 00051800 GreMarkUndeletableBitmap
       1063  41C 000551A0 GreMarkUndeletableBrush
       1064  41D 00073580 GreMultiUserInitSession
       1065  41E 00012D50 GreOffsetRgn
       1066  41F 000FF1E0 GrePopThreadGuardedObject
       1067  420 00033CA0 GrePtInRegion
       1068  421 000FF200 GrePushThreadGuardedObject
       1069  422 0009C8A0 GreQuerySystemTime
       1070  423 00035590 GreRectInRegion
       1071  424 00109EF0 GreReinitializeDpiSetting
       1072  425 000A3680 GreReinitializeStockFonts
       1073  426 0007D380 GreReleaseFastMutex
       1074  427 00015F90 GreReleaseHmgrSemaphore
       1075  428 0009A6E0 GreReleasePushLockExclusive
       1076  429 000777C0 GreReleasePushLockShared
       1077  42A 00015FE0 GreReleaseSemaphoreInternal
       1078  42B 0010CA10 GreRestoreDC
       1079  42C 000B2630 GreRestoreDCInternal
       1080  42D 0009F350 GreResumeDirectDraw
       1081  42E 00086090 GreSelectBitmap
       1082  42F 000FCBA0 GreSelectBrush
       1083  430 000B0BF0 GreSelectBrushInternal
       1084  431 00076B90 GreSelectPalette
       1085  432 000FCBC0 GreSelectPen
       1086  433 000B0C70 GreSelectPenInternal
       1087  434 00024C50 GreSelectVisRgn
       1088  435 000A9DF0 GreSelectVisRgnShared
       1089  436 00012A10 GreSetBitmapOwner
       1090  437 0001ADC0 GreSetBrushOwner
       1091  438 00034C50 GreSetDCOrg
       1092  439 000231A0 GreSetDCOwnerEx
       1093  43A 00033B40 GreSetLayout
       1094  43B 000984D0 GreSetPaletteOwner
       1095  43C 00050BA0 GreSetRectRgn
       1096  43D 00014AD0 GreSetRegionOwner
       1097  43E 000FCBE0 GreSetSolidBrush
       1098  43F 0006BF60 GreSetSolidBrushLight
       1099  440 000A4420 GreSfmCleanupPresentHistory
       1100  441 000939C0 GreSfmDwmShutdown
       1101  442 000322D0 GreSfmGetNotificationTokens
       1102  443 0010A2A0 GreSfmGetPresentQueueEvent
       1103  444 00096510 GreSfmOpenTokenEvent
       1104  445 00076450 GreStackExpansionRequired
       1105  446 00040AB0 GreSuspendDirectDraw
       1106  447 0010B0D0 GreSystemTimeToLocalTime
       1107  448 00041650 GreUnlockDisplayDevice
       1108  449 00032410 GreUnlockDwmState
       1109  44A 000A12A0 GreUnlockDynamicModeChange
       1110  44B 0009F1A0 GreUnlockPointer
       1111  44C 0010BC50 GreUnlockRegion
       1112  44D 00041120 GreUnlockSprite
       1113  44E 00015DD0 GreUnlockVisRgn
       1114  44F 00012840 GreUnlockVisRgnPublish
       1115  450 0010B0F0 GreUnlockVisRgnWithDmcLockAcquiredEx
       1116  451 00087EF0 GreValidateServerHandle
       1117  452 000806B0 GuessMonitorOverrideForCoordinateConversions
       1118  453 000AC7D0 HDXDrvEscape
       1119  454 00070120 HKLtoPKL
       1120  455 0002D950 HMAllocObject
       1121  456 0002CDE0 HMAssignmentLock
       1122  457 0002C7C0 HMAssignmentUnlock
       1123  458 00087AB0 HMChangeOwnerPheProcess
       1124  459 000946B0 HMChangeOwnerThread
       1125  45A 0009B930 HMCreateHandleForObject
       1126  45B 00070420 HMDestroyObject
       1127  45C 0002D490 HMDestroyUnlockedObject
       1128  45D 000F2450 HMFindEntry
       1129  45E 0002D6D0 HMFreeObject
       1130  45F 00070450 HMMarkObjectDestroy
       1131  460 00070290 HMRemoveHandleForObject
       1132  461 0002C800 HMUnlockObjectInternal
       1133  462 001552E0 HandleBaseWindowDestruction
       1134  463 00030610 HandleFullWindowDestruction
       1135  464 000EC810 HandleSystemThreadCreationFailure
       1136  465 00155380 HasCapture
       1137  466 00073290 HdevFromMonitor
       1138  467 00013E50 HmgAlloc
       1139  468 0001CEC0 HmgDecrementExclusiveReferenceCountEx
       1140  469 0001E130 HmgDecrementShareReferenceCountEx
       1141  46A 00014520 HmgFree
       1142  46B 00020610 HmgIncrementShareReferenceCount
        138  46C 00017200 HmgInsertObjectInternal
       1143  46D 0001CCC0 HmgLock
       1144  46E 000777E0 HmgLockAllOwners
       1145  46F 0004EE40 HmgLockAndModifyHandleType
       1146  470 0001ED80 HmgLockEx
       1147  471 00080D20 HmgMarkDeletable
       1148  472 00076E40 HmgMarkLazyDelete
       1149  473 0008EBB0 HmgMarkUnXferable
       1150  474 00051820 HmgMarkUndeletable
       1151  475 0008F3E0 HmgMarkXferable
       1152  476 0004EEB0 HmgModifyHandleType
       1153  477 00011B10 HmgNextOwned
       1154  478 0001E260 HmgPentryFromPobj
       1155  479 0006D600 HmgPrefetchAllObjt
       1156  47A 00054F90 HmgQueryAltLock
       1157  47B 0008FDE0 HmgReferenceCheckLock
       1158  47C 00013980 HmgRemoveObject
       1159  47D 00016E10 HmgReplaceObject
       1160  47E 00053200 HmgSafeNextObjt
       1161  47F 00014B30 HmgSetOwner
       1162  480 0001E9E0 HmgShareLock
       1163  481 0001B2A0 HmgShareLockCheck
       1164  482 00021B00 HmgShareLockCheckIgnoreStockBit
       1165  483 0001FE90 HmgShareLockEx
       1166  484 0008CD70 HmgShareUnlockRemoveObject
       1167  485 000FF220 HmgSwapLockedHandleContents
       1168  486 00087F10 HmgValidHandle
       1169  487 0001F8F0 INC_SHARE_REF_CNT
       1170  488 0009FA10 IOCPDispatcher_Destroy
       1171  489 000A18F0 InitCreateSystemThreadsMsg
       1172  48A 000A0990 InitScancodeMap
       1173  48B 0009E530 InitSystemThread
       1174  48C 000864C0 InitializeWin32KSyscallFilter
       1175  48D 00092C50 InitiateWaitForInjectionCompletion
       1176  48E 0014CFA0 InputExtensibilityCalloutGuard
       1177  48F 00027930 InternalMapVirtualKeyEx
       1178  490 0006F940 InternalVkKeyScanEx
       1179  491 001553D0 IsAnyDelegationEnabled
       1180  492 001553F0 IsCapturedBySystem
       1181  493 00155440 IsCapturedByThread
       1182  494 00089E40 IsDesktopApp
       1183  495 000A3910 IsDwmApiPortRegistered
        146  496 0002EBA0 IsDwmInputThread
       1184  497 0005C480 IsEqualInputSource
       1185  498 00069950 IsIMMEnabledSystem
       1186  499 0006D340 IsImmersiveAppRestricted
       1187  49A 00026DB0 IsImmersiveBroker
       1188  49B 00030070 IsInputProcessingActivated
       1189  49C 0002C6B0 IsInputThread
       1190  49D 0005FB00 IsKeyboardDelegationEnabledForThread
       1191  49E 000E9CC0 IsLogonConnected
       1192  49F 0009B1C0 IsMessageInputSourcePen
       1193  4A0 0009B1D0 IsMessageInputSourceTouch
