Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kbase.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kbase.sys

    00000000 characteristics
    C70CD32F time date stamp
        0.00 version
           1 ordinal base
        2493 number of functions
        2493 number of names

    ordinal hint RVA      name

       1595  632 0010FD10 NtRIMEnableMonitorMappingForDevice
       1596  633 0010FE60 NtRIMFreeInputBuffer
       1597  634 0010FEA0 NtRIMGetDevicePreparsedData
       1598  635 0010FF10 NtRIMGetDevicePreparsedDataLockfree
       1599  636 0010FF30 NtRIMGetDeviceProperties
       1600  637 0010FF90 NtRIMGetDevicePropertiesLockfree
       1601  638 0010FFB0 NtRIMGetPhysicalDeviceRect
       1602  639 00110000 NtRIMGetSourceProcessId
       1603  63A 00110050 NtRIMObserveNextInput
       1604  63B 00048A60 NtRIMOnPnpNotification
       1605  63C 00110070 NtRIMOnTimerNotification
       1606  63D 000A13E0 NtRIMReadInput
       1607  63E 001101C0 NtRIMRemoveInputObserver
       1608  63F 001101E0 NtRIMSetTestModeStatus
       1609  640 00110210 NtRIMUnregisterForInput
       1610  641 00110350 NtRIMUpdateInputObserverRegistration
       1611  642          NtSetCompositionSurfaceAnalogExclusive (forwarded to DXGKRNL.NtSetCompositionSurfaceAnalogExclusive)
       1612  643          NtSetCompositionSurfaceBufferUsage (forwarded to DXGKRNL.NtSetCompositionSurfaceBufferUsage)
       1613  644          NtSetCompositionSurfaceDirectFlipState (forwarded to DXGKRNL.NtSetCompositionSurfaceDirectFlipState)
       1614  645          NtSetCompositionSurfaceIndependentFlipInfo (forwarded to DXGKRNL.NtSetCompositionSurfaceIndependentFlipInfo)
       1615  646          NtSetCompositionSurfaceStatistics (forwarded to DXGKRNL.NtSetCompositionSurfaceStatistics)
       1616  647 000F4B10 NtSetCursorInputSpace
       1617  648 000F4CB0 NtSetPointerDeviceInputSpace
       1618  649 000F4E80 NtSetShellCursorState
       1619  64A          NtTokenManagerConfirmOutstandingAnalogToken (forwarded to DXGKRNL.NtTokenManagerConfirmOutstandingAnalogToken)
       1620  64B          NtTokenManagerCreateCompositionTokenHandle (forwarded to DXGKRNL.NtTokenManagerCreateCompositionTokenHandle)
       1621  64C          NtTokenManagerCreateFlipObjectReturnTokenHandle (forwarded to DXGKRNL.NtTokenManagerCreateFlipObjectReturnTokenHandle)
       1622  64D          NtTokenManagerCreateFlipObjectTokenHandle (forwarded to DXGKRNL.NtTokenManagerCreateFlipObjectTokenHandle)
       1623  64E          NtTokenManagerGetAnalogExclusiveSurfaceUpdates (forwarded to DXGKRNL.NtTokenManagerGetAnalogExclusiveSurfaceUpdates)
       1624  64F          NtTokenManagerGetAnalogExclusiveTokenEvent (forwarded to DXGKRNL.NtTokenManagerGetAnalogExclusiveTokenEvent)
       1625  650          NtTokenManagerOpenSectionAndEvents (forwarded to DXGKRNL.NtTokenManagerOpenSectionAndEvents)
       1626  651          NtTokenManagerThread (forwarded to DXGKRNL.NtTokenManagerThread)
       1627  652          NtUnBindCompositionSurface (forwarded to DXGKRNL.NtUnBindCompositionSurface)
       1628  653 00001630 NtUpdateInputSinkTransforms
       1629  654 0006F490 NtUserActivateKeyboardLayout
       1630  655 00045370 NtUserChangeDisplaySettings
       1631  656 00091ED0 NtUserCheckProcessSession
       1632  657 000A9CB0 NtUserClipCursor
       1633  658 000F5080 NtUserCreatePalmRejectionDelayZone
       1634  659 000F5210 NtUserDestroyPalmRejectionDelayZone
       1635  65A 00032710 NtUserDisplayConfigGetDeviceInfo
       1636  65B 000034F0 NtUserDisplayConfigSetDeviceInfo
       1637  65C 000F5360 NtUserEnableTouchPad
       1638  65D 00028FC0 NtUserEnumDisplayDevices
       1639  65E 00038A00 NtUserEnumDisplayMonitors
       1640  65F 00036F20 NtUserEnumDisplaySettings
       1641  660 000F5510 NtUserFunctionalizeDisplayConfig
       1642  661 0005D500 NtUserGetAsyncKeyState
       1643  662 000F5A60 NtUserGetClipCursor
       1644  663 00025B50 NtUserGetDC
       1645  664 00044270 NtUserGetDisplayConfigBufferSizes
       1646  665 00035F10 NtUserGetDpiForMonitor
       1647  666 00035E00 NtUserGetHDevName
       1648  667 00027220 NtUserGetKeyboardLayout
       1649  668 0008A100 NtUserGetKeyboardLayoutList
       1650  669 000F5BA0 NtUserGetPointerCursorId
       1651  66A 000F5C80 NtUserGetPointerFrameArrivalTimes
       1652  66B 000F5D80 NtUserGetPointerInfoList
       1653  66C 000F61D0 NtUserGetPointerInputTransform
       1654  66D 000F62F0 NtUserGetPointerType
       1655  66E 00002C70 NtUserGetPrecisionTouchPadConfiguration
       1656  66F 00097780 NtUserGetProcessDpiAwarenessContext
       1657  670 000F6400 NtUserGetRawPointerDeviceData
       1658  671 000F6620 NtUserGetSystemDpiForProcess
       1659  672 0006AE00 NtUserInitialize
       1660  673 000F6800 NtUserInitializeGenericHidInjection
       1661  674 000F6B70 NtUserInitializeInputDeviceInjection
       1662  675 000F6DA0 NtUserInitializePointerDeviceInjection
       1663  676 000F6DD0 NtUserInitializePointerDeviceInjectionEx
       1664  677 000F6F50 NtUserInjectDeviceInput
       1665  678 000F7110 NtUserInjectGenericHidInput
       1666  679 000F72B0 NtUserInjectKeyboardInput
       1667  67A 000F7480 NtUserInjectMouseInput
       1668  67B 000F7640 NtUserInjectPointerInput
       1669  67C 000F7890 NtUserLoadKeyboardLayoutEx
       1670  67D 0005AC50 NtUserLockCursor
       1671  67E 000277F0 NtUserMapVirtualKeyEx
       1672  67F 000444B0 NtUserQueryDisplayConfig
       1673  680 000A1E70 NtUserRegisterManipulationThread
       1674  681 000A3DA0 NtUserRegisterSessionPort
       1675  682 00025F20 NtUserReleaseDC
       1676  683 00097960 NtUserReleaseDwmHitTestWaiters
       1677  684 000F7BA0 NtUserRemoveInjectionDevice
       1678  685 000F7D90 NtUserSetDisplayConfig
       1679  686 000F8350 NtUserSetFeatureReportResponse
       1680  687 000F8750 NtUserSetManipulationInputTarget
       1681  688 000F8920 NtUserSetPrecisionTouchPadConfiguration
       1682  689 0008A380 NtUserSetProcessDpiAwarenessContext
       1683  68A 0009ACE0 NtUserSetSysColors
       1684  68B 000F8AF0 NtUserStopAndEndInertia
       1685  68C 000F8C50 NtUserSystemParametersInfo
       1686  68D 0006FAB0 NtUserToUnicodeEx
       1687  68E 000F9D30 NtUserUnloadKeyboardLayout
       1688  68F 000F9E70 NtUserUnregisterSessionPort
       1689  690 0006F800 NtUserVkKeyScanEx
       1690  691 00093C10 NtUserWin32kSysCallFilterStub
       1691  692          NtValidateCompositionSurfaceHandle (forwarded to DXGKRNL.NtValidateCompositionSurfaceHandle)
       1692  693 0016AEB0 NtVisualCaptureBits
        180  694 000FFF30 OPMAllocateMemory
       1693  695 000860D0 OPMDestroyAllProtectedOutputs
        181  696 000A3AC0 OPMFreeMemory
       1694  697 00038DC0 OpenCacheKeyEx
       1695  698 0008D5B0 OpenEffectiveToken
       1696  699 000AA0E0 PATHOBJ_bCloseFigure
       1697  69A 0006A3B0 PATHOBJ_bEnum
       1698  69B 000A9DD0 PATHOBJ_bMoveTo
       1699  69C 000A8530 PATHOBJ_bPolyBezierTo
       1700  69D 000A8550 PATHOBJ_bPolyLineTo
       1701  69E 000AA0C0 PATHOBJ_vEnumStart
       1702  69F 000A9F10 PATHOBJ_vGetBounds
       1703  6A0 00035090 PhysicalToLogicalDPIPoint
       1704  6A1 00034ED0 PhysicalToLogicalDPIRect
       1705  6A2 00016F20 PopThreadGuardedObject
       1706  6A3 00030F90 PostPendingMouseMove
       1707  6A4 000A42F0 PostWinlogonMessage
       1708  6A5 000642E0 PowerInputEvent
       1709  6A6 000EAF10 PowerIsDisplayBurstActive
       1710  6A7 000807B0 PowerIsDisplayIdleExpired
       1711  6A8 000EAFB0 PowerIsDisplayRequired
       1712  6A9 000AB0A0 PowerOffMonitor
       1713  6AA 000647F0 PowerOnMonitor
       1714  6AB 000AAFA0 PowerResumeSuspendEvent
        187  6AC 000340D0 ProbeAndConvertXFORM
       1715  6AD 001563A0 ProcessKeyboardInjectedInputViaRim
       1716  6AE 00156590 ProcessKeyboardInputWorker
       1717  6AF 0002D200 ProcessMouseEvent
       1718  6B0 0007C990 PtiFromThreadId
       1719  6B1 00017470 PushThreadGuardedObject
       1720  6B2 001D0AC0 QEntryLookaside
       1721  6B3 000632F0 QueuePowerRequest
       1722  6B4 00114FD0 RIMActivatePointerDeviceDeadzone
       1723  6B5 001103E0 RIMAddInjectionDeviceOfType
       1724  6B6 001107F0 RIMAddInputObserver
       1725  6B7 00110840 RIMAddInputOfType
       1726  6B8 00110990 RIMAddNonPnpDeviceOfType
       1727  6B9 00110CB0 RIMAddNonPnpDeviceOfTypeUsingSuppliedFileHandle
       1728  6BA 00115930 RIMAllocKernelMem
       1729  6BB 00115950 RIMAllocUserMem
       1730  6BC 00116290 RIMApplyDisplayOrientationToExtendedProps
       1731  6BD 00111020 RIMAreSiblingDevices
       1732  6BE 001150D0 RIMCreatePointerDeviceDeadzone
       1733  6BF 00115230 RIMDestroyPointerDeviceDeadzone
       1734  6C0 00048820 RIMDeviceIoControl
       1735  6C1 00048CA0 RIMDirectPnpRemoveDevicesOfType
       1736  6C2 000AD520 RIMDirectStartDeviceClassNotifications
       1737  6C3 0004A460 RIMDirectStartStopDeviceRead
       1738  6C4 0004A800 RIMDirectStopDeviceClassNotifications
       1739  6C5 001111E0 RIMEnableMonitorMappingForDevice
       1740  6C6 0011A230 RIMEndAllActiveContacts
       1741  6C7 0011A410 RIMExtractPointerPropertyValues
       1742  6C8 00111510 RIMFillDeviceHealthInfo
       1743  6C9 0011E9E0 RIMFindConfigDeviceForInput
       1744  6CA 00116970 RIMFindMonitorForDigitizer
       1745  6CB 001169F0 RIMFindTouchDigitizerWithSize
       1746  6CC 000A27D0 RIMFreeHidTLCInfo
       1747  6CD 00111660 RIMFreeInputBuffer
       1748  6CE 000AA390 RIMFreeKernelMem
       1749  6CF 00115980 RIMFreeUserMem
       1750  6D0 001117B0 RIMGetDevicePreparsedData
       1751  6D1 001118F0 RIMGetDevicePreparsedDataLockfree
       1752  6D2 00111A50 RIMGetDeviceProperties
       1753  6D3 00111B80 RIMGetDevicePropertiesLockfree
       1754  6D4 00111F90 RIMGetDownContactCount
       1755  6D5 001120F0 RIMGetLastInvertedPenTime
       1756  6D6 00116C10 RIMGetMonitorPhysicalSize
       1757  6D7 001121D0 RIMGetPhysicalDeviceRect
       1758  6D8 0011B760 RIMGetPointerDeviceProperties
       1759  6D9 00112390 RIMGetSourceProcessId
       1760  6DA 00099620 RIMGetVirtualDesktopPhysicalSize
       1761  6DB 00067920 RIMInitialize
       1762  6DC 00112790 RIMInjectInput
       1763  6DD 000A1180 RIMIsDefaultUILanguageRTL
       1764  6DE 00115330 RIMIsDeviceArbitrationEnabled
       1765  6DF 00115350 RIMIsPointInPenDeadzone
       1766  6E0 00112A50 RIMIsPrimaryPointerDeviceDown
       1767  6E1 0002B2E0 RIMLockExclusive
       1768  6E2 0009DB50 RIMMilliSecsToQpcCount
       1769  6E3 00112BC0 RIMObserveNextInput
       1770  6E4 0004A0F0 RIMOnPnpNotification
       1771  6E5 000ABD80 RIMOnPowerNotification
       1772  6E6 000318D0 RIMOnProcessDestroy
       1773  6E7 00112BE0 RIMOnTimerNotification
       1774  6E8 00094A60 RIMQpcCountToMilliSecs
       1775  6E9 00049E70 RIMReadInput
       1776  6EA 00113090 RIMRefreshDeviceAttributes
       1777  6EB 00091210 RIMRegisterForInput
       1778  6EC 00091280 RIMRegisterForInputWithCallbacks
       1779  6ED 00113230 RIMRemoveInjectionDevice
       1780  6EE 00113450 RIMRemoveInputObserver
       1781  6EF 0004CDA0 RIMRemoveInputOfType
       1782  6F0 00048B50 RIMResetPointerDevices
       1783  6F1 0011F4A0 RIMRevokeConfigurationChange
       1784  6F2 000A5C00 RIMSendLatencyMgtRequest
       1785  6F3 0010F0D0 RIMSetTestModeStatus
       1786  6F4 00117570 RIMTransformCoordinatesFromDigitizer
       1787  6F5 00117640 RIMTransformDimensionFromDigitizer
       1788  6F6 00059950 RIMUnInitialize
       1789  6F7 0011F9B0 RIMUnRevokeConfigurationChange
       1790  6F8 0004B760 RIMUnlockExclusive
       1791  6F9 000A5810 RIMUnregisterForInput
       1792  6FA 00113650 RIMUpdateInputObserverRegistration
       1793  6FB 00115380 RIMUpdatePointerDeviceDeadzoneOrigin
       1794  6FC 0010F100 RIMWalkDeviceList
       1795  6FD 00031BE0 RIMWatchDog
       1796  6FE 0010F190 RIMWatchDogTimerInit
       1797  6FF 0008F4E0 RawInputManagerDeviceObjectDereference
       1798  700 00120830 RawInputManagerDeviceObjectReference
       1799  701 0004B310 RawInputManagerDeviceObjectResolveHandle
       1800  702 00070800 RawInputManagerObjectCreateKernelHandle
       1801  703 0004A670 RawInputManagerObjectResolveHandle
       1802  704 000A2AC0 ReadDefaultAccelerationCurves
       1803  705 0006B070 RealGetProp
       1804  706 0005A530 RealInternalRemoveProp
       1805  707 0005A4C0 RealInternalSetProp
       1806  708 00078130 RecalculateQueueInfo
       1807  709 000FA3A0 RecordPnpNotification
       1808  70A 0003C530 ReferenceDwmApiPort
       1809  70B 00039410 ReferenceDwmProcess
       1810  70C 0001F400 ReleaseCacheDC
       1811  70D 001555B0 ReleaseMouseButton
       1812  70E 000268E0 ReleaseUserCriticalSection
       1813  70F 00154A50 RemoveAllEdgePalmRejectionZonesForDevice
       1814  710 00063C30 ResetAccelerationCurves
       1815  711 00097210 ResetAccessibilityCountersOnMouseInput
       1816  712 000A1C70 RimInputTypeToDeviceType
       1817  713 00039E90 RtlLoadStringOrError
       1818  714 00073E40 SURFOBJ_TO_SURFACE
       1819  715 0006BB90 SURFOBJ_TO_SURFACE_NOT_NULL
       1820  716 000AE020 SafeDisableMDEV
       1821  717 000ADF50 SafeEnableMDEV
       1822  718 001555F0 SaveCursorPosition
       1823  719 0008ADF0 ScrubDelegatedWindow
       1824  71A 0005D490 SendAppClipChanged
       1825  71B 0005D4E0 SendMessageTo
       1826  71C 00155600 SendOrientationChanged
       1827  71D 0005D680 SendPositionChanged
       1828  71E 00155650 SendShellClipChanged
       1829  71F 00155730 SendSuppressionStateChanged
       1830  720 00060E90 SendVisibilityChanged
       1831  721 0008C480 SetAppStarting
       1832  722 0005A230 SetConnectCompletedState
       1833  723 0005A200 SetConnectedState
       1834  724 00071C30 SetConsoleSwitchInProgress
       1835  725 000A3090 SetCsrApiPortHandle
       1836  726 00071EF0 SetDpiDepSysMet
       1837  727 00050B60 SetEmptyRgn
       1838  728 0006F430 SetGlobalKeyboardTableInfo
       1839  729 00031D70 SetHandleFlag
       1840  72A 00155BA0 SetHardwareInputSource
       1841  72B 00017DE0 SetOrCreateRectRgnIndirectPublic
       1842  72C 000ADD00 SetPendingInput
       1843  72D 00059EC0 SetProtocolType
       1844  72E 00019DB0 SetRectRgnIndirect
       1845  72F 0009A3B0 SetSystemInputSource
       1846  730 0009C610 SetThreadBasePriority
       1847  731 0009C310 SetThreadPriority
       1848  732 000778E0 SetUnavailableInputSource
       1849  733 00093270 SfmSignalTokenEvent
       1850  734 0009E7A0 SharedAlloc
       1851  735 000E9C40 SharedFree
       1852  736 00089DF0 ShouldSetNoOwner
       1853  737 00072FB0 SnapshotMonitorRects
       1854  738 00059FA0 SqmPowerState
       1855  739 0008FF80 SynthesizeMouseInput
       1856  73A 001557F0 SynthesizeMouseInputWithNextPreview
       1857  73B 00097960 TestHandleFlag
       1858  73C 001D2450 ThinWireCache
       1859  73D 00019CD0 ThreadUnlock1
       1860  73E 00155900 TouchTargetingEnabledForInput
       1861  73F 0006B0C0 TransformPointBetweenCoordinateSpaces
       1862  740 0005F750 TransformRectBetweenCoordinateSpaces
       1863  741 00088EE0 UPDWORDPointer
       1864  742 001A9520 UnknownGDIFunc
       1865  743 0002E2A0 UnlockObjectAssignment
       1866  744 000B0870 UnlockQueue
       1867  745 000A3CF0 UnlockUpdatesForDwm
       1868  746 00094DF0 UpconvertTime
       1869  747 0005DFA0 UpdateAsyncKeyState
       1870  748 001559A0 UpdateGlobalCursorOwner
       1871  749 0009D7E0 UpdateKeyLights
       1872  74A 0007FFC0 UpdateMonitorDevices
       1873  74B 0009DA10 UpdateMouseSensitivity
       1874  74C 000623F0 UpdateTPCurrentActiveState
       1875  74D 0007D3A0 UpdatesLockedForDwm
       1876  74E 00156E30 UserActivateMITInputProcessingHelper
       1877  74F 000A2C50 UserAddAtom
       1878  750 00069450 UserAddAtomEx
       1879  751 00069480 UserAddAtomToAtomTableEx
       1880  752 000FA780 UserAddBaseWindowHandle
       1881  753 00013150 UserAllocDefaultCompositionSecurityDescriptor
       1882  754 001CFD48 UserAtomTableHandle
       1883  755 00156ED0 UserCoreMsgOpenConnectionHandle
       1884  756 0006AC70 UserCreateHeap
       1885  757 00156EF0 UserDeactivateMITInputProcessingHelper
       1886  758 0005A6C0 UserDeleteAtom
       1887  759 0005A6E0 UserDeleteAtomFromAtomTable
       1888  75A 000FA980 UserDeleteBaseWindowHandle
       1889  75B 00089690 UserDeleteW32Process
       1890  75C 0002FEF0 UserDeleteW32Thread
       1891  75D 00080400 UserDereferenceDwmApiPort
       1892  75E 00080400 UserDereferenceDwmProcess
       1893  75F 0008F4E0 UserDereferenceObject
       1894  760 00098090 UserEnterUserCritSec
       1895  761 00026900 UserEnterUserCritSecShared
       1896  762 00080710 UserFindAtom
       1897  763 00093540 UserFindAtomFromAtomTable
       1898  764 000FAE60 UserFindBaseWindowHandleLocked
       1899  765 000AA390 UserFreeNKAPC
       1900  766 00079040 UserGetAtomName
       1901  767 0008FF30 UserGetAtomNameFromAtomTable
       1902  768 000FB240 UserGetCurrentConnection
       1903  769 000EB930 UserGetDriverObject
       1904  76A 00076570 UserGetHDEV
       1905  76B 000FB250 UserGetTerminalLuid
       1906  76C 000A3A40 UserIsConsoleConnection
       1907  76D 000317F0 UserIsCurrentProcessDwm
       1908  76E 000FB2A0 UserIsCurrentProcessImmersive
       1909  76F 0006D250 UserIsCurrentProcessImmersiveAppContainer
       1910  770 000AE1D0 UserIsCurrentThreadDesktopComposed
       1911  771 00099E10 UserIsCurrentThreadGdiScaled
       1912  772 00029D10 UserIsDisconnectConnection
       1913  773 0006D2F0 UserIsProcessImmersiveAppContainer
       1914  774 00029D60 UserIsRemoteAndNotDisconnectConnection
       1915  775 00080310 UserIsRemoteConnection
       1916  776 00035DB0 UserIsUserCritSecIn
       1917  777 0002E270 UserIsUserCritSecInExclusive
       1918  778 0008BBB0 UserIsUserCritSecInShared
       1919  779 000AE1F0 UserIsWindowDesktopComposed
       1920  77A 00080330 UserIsWindowGdiScaled
       1921  77B 000268E0 UserLeaveUserCritSec
       1922  77C 001CFD40 UserLibmgmtAtomTableHandle
       1923  77D 000FB260 UserLogError
       1924  77E 0003D2A0 UserNotifyDisplayChange
       1925  77F 000A9E50 UserPostNKAPC
       1926  780 000E86B0 UserPostNKAPCBuffer
       1927  781 0008E600 UserReAllocPool
       1928  782 00096B90 UserReAllocPoolWithQuota
       1929  783 00096B30 UserReAllocPoolWithQuotaZInit
       1930  784 0008E5A0 UserReAllocPoolZInit
       1931  785 000395B0 UserReferenceDwmApiPort
       1932  786 000393F0 UserReferenceDwmProcess
       1933  787 00088930 UserReleaseDC
       1934  788 000AE210 UserRemoveWindowedSwapChain
       1935  789 000FB2D0 UserRtlAllocMem
       1936  78A 000AA390 UserRtlFreeMem
       1937  78B 00014CD0 UserScreenAccessCheck
       1938  78C 00027B20 UserSessionSwitchEnterCrit
       1939  78D 00025DE0 UserSessionSwitchLeaveCrit
       1940  78E 0004F300 UserSetDCVisRgn
       1941  78F 000AE230 UserSetWindowedSwapChainApiExt
       1942  790 0009E760 UserSleep
       1943  791 00017AE0 UserSurfaceAccessCheck
       1944  792 00026AF0 UserThreadCallout
       1945  793 000317F0 UserUnsafeIsCurrentProcessDwm
       1946  794 000268C0 UserUnsafeIsProcessDwm
       1947  795 00087E90 UserValidateCopyRgn
       1948  796 0005FB30 VKFromVSC
       1949  797 0002D530 ValidateHandleSecure
       1950  798 000E8790 ValidateHbwnd
       1951  799 000966E0 ValidateHdesk
       1952  79A 0002D300 ValidateHmenu
       1953  79B 000360B0 ValidateHmonitor
       1954  79C 000789F0 ValidateHmonitorNoRip
       1955  79D 00097280 ValidateHwinsta
       1956  79E 00019A30 ValidateHwnd
       1957  79F 00019A50 ValidateHwndEx
       1958  7A0 000E8840 ValidateHwndMinuser
        241  7A1 001533C0 ValidateKbdNLSTable
       1959  7A2 000E88A0 ValidatePwndDesktop
       1960  7A3 000EAFF0 VideoPortCallout
       1961  7A4 0005FD70 W32CalloutDispatch
       1962  7A5 001A7E04 W32ProcessSize
       1963  7A6 001A7E00 W32ThreadSize
       1964  7A7 00069B00 Win32AllocPagedLookasideList
       1965  7A8 00015820 Win32AllocPool
       1966  7A9 00038170 Win32AllocPoolNonPaged
       1967  7AA 000FB2F0 Win32AllocPoolWithPriority
       1968  7AB 0000FB50 Win32AllocPoolWithQuota
       1969  7AC 0000FAE0 Win32AllocPoolWithQuotaZInit
       1970  7AD 00011CE0 Win32AllocPoolZInit
       1971  7AE 0006CCB0 Win32AllocateFromPagedLookasideList
       1972  7AF 00095900 Win32ExtractSessionPoolTagInfo
       1973  7B0 00056AA0 Win32FreePagedLookasideList
       1974  7B1 00013860 Win32FreePool
       1975  7B2 00014200 Win32FreeToPagedLookasideList
       1976  7B3 000E9C70 Win32HeapAlloc
       1977  7B4 000E9CA0 Win32HeapFree
       1978  7B5 000FB360 Win32QueryPoolSize
       1979  7B6 000FB390 Win32UAFMAllocPagedLookasideList
       1980  7B7 000FB400 Win32UAFMAllocPool
       1981  7B8 000FB460 Win32UAFMAllocPoolNonPaged
       1982  7B9 000FB4C0 Win32UAFMAllocPoolWithPriority
       1983  7BA 000FB530 Win32UAFMAllocPoolWithQuota
       1984  7BB 000FB590 Win32UAFMAllocPoolWithQuotaZInit
       1985  7BC 000FB5D0 Win32UAFMAllocPoolZInit
       1986  7BD 000FB610 Win32UAFMAllocateFromPagedLookasideList
       1987  7BE 000FB660 Win32UAFMFreePagedLookasideList
       1988  7BF 000FB6B0 Win32UAFMFreePool
       1989  7C0 000FB700 Win32UAFMFreeToPagedLookasideList
       1990  7C1 000FB760 WinSqmAddToAverageDWORD
       1991  7C2 000FB790 WinSqmAddToStream
       1992  7C3 000FB990 WinSqmAddToStreamEx
       1993  7C4 0005A0A0 WinSqmIncrementDWORD
       1994  7C5 000FBD00 WinSqmIsOptedIn
       1995  7C6 00068E50 WinSqmIsOptedInEx
       1996  7C7 00059F70 WinSqmSetDWORD
       1997  7C8 0019A8D0 WinStaMapping
       1998  7C9 0008B8B0 _BuildPropList
       1999  7CA 0005FA70 _GetAsyncKeyState
       2000  7CB 00093B10 _GetDC
       2001  7CC 0001B560 _GetDCEx
       2002  7CD 001559F0 _GetDeviceRects
       2003  7CE 00071290 _GetKeyNameText
       2004  7CF 000273B0 _GetKeyboardLayout
       2005  7D0 000622D0 _GetPrecisionTouchPadConfiguration
       2006  7D1 00155A60 _IsPseudoDevice
       2007  7D2 0009E0A0 _RegisterLogonProcess
       2008  7D3 00034790 _ReleaseDC
       2009  7D4 00155AA0 _SetHimetricToPixelRatio
       2010  7D5 001CC858 aVkNumpad
       2011  7D6 001CFF98 atomUSER32
       2012  7D7 001CF728 ausNumPadCvt
       2013  7D8 000A6DD0 bConstructGET
        259  7D9 00034190 bConvertDwordToFloat
       2014  7DA 000500E0 bDeleteBrush
       2015  7DB 0006E610 bDeleteDCInternal
       2016  7DC 00023CA0 bDeleteDCInternalEx
       2017  7DD 000534D0 bDeletePalette
       2018  7DE 00012E80 bDeleteRegion
       2019  7DF 00050520 bDeleteSurface
       2020  7E0 00054440 bDfbSurfacesMigrated
       2021  7E1 00053090 bDynamicProcessAllDriverRealizations
       2022  7E2 00101EA0 bIntersect
       2023  7E3 00054790 bIsCompatible
       2024  7E4 00053BA0 bMigrateSurfaceForConversion
       2025  7E5 000A7D50 bPolyPolygon
       2026  7E6 0007F750 bSetDeviceSessionUsage
        292  7E7 0004ED10 bSetStockObject
       2027  7E8 001A09D0 charsets
       2028  7E9 0019A880 codepages
       2029  7EA 001D24E0 diStatic
       2030  7EB 000018F0 efCos
       2031  7EC 00001920 efSin
       2032  7ED 00030590 freepathalloc
       2033  7EE 001A0990 fs
       2034  7EF 001D5590 gAapState
       2035  7F0 001D0950 gAccessTimeOut
       2036  7F1 001D0928 gAudioDescription
       2037  7F2 001D4C00 gBaseLog
       2038  7F3 001D07A3 gBounceVk
       2039  7F4 001D581D gCurrentModifierBit
       2040  7F5 001D2360 gDomainClientLibLock
       2041  7F6 001D2300 gDomainDummyLock
       2042  7F7 001D2418 gDomainHandleManagerLock
       2043  7F8 001D2390 gDomainHookLock
       2044  7F9 001D23D8 gDomainPostLock
       2045  7FA 001D2330 gDomainPowerTransitionsStateLock
       2046  7FB 001D23A8 gDomainQueueLock
       2047  7FC 001D23C0 gDomainSmsLock
       2048  7FD 001D23F0 gDomainThreadInfoLock
       2049  7FE 001D2318 gDomainTlLock
       2050  7FF 001D2378 gDomainWinEventLock
       2051  800 001D2348 gDomainWindowLock
       2052  801 001D06B0 gDriverObjectTimes
       2053  802 001D0988 gFilterKeys
       2054  803 001D4EEC gGdiInPageErrors
       2055  804 001D4FB0 gHardErrorHandler
       2056  805 001D57C0 gHidCounters
       2057  806 001D0938 gHighContrast
       2058  807 001D3DE0 gHighContrastDefaultScheme
       2059  808 001D58B0 gHighContrastRegistryKey
       2060  809 001D4C38 gHmLock
       2061  80A 001D4C18 gInputLock
       2062  80B 001D5740 gInputSinkInfoRetrieval
       2063  80C 001D4FC0 gKbdImeStatus
       2064  80D 001CC8A8 gKeyboardInfo
       2065  80E 001D581F gLastVkDown
       2066  80F 001D581B gLatchBits
       2067  810 001D581A gLockBits
       2068  811 001D5818 gMKPreviousVk
       2069  812 001C7260 gMagnContext
       2070  813 001D3C60 gMenuState
       2071  814 001D0960 gMouseKeys
       2072  815 001CC158 gNestedWindowLimit
       2073  816 001CC8A4 gNumLockVk
       2074  817 001CF294 gOemScrollVk
       2075  818 001CF290 gPTPEnabled
       2076  819 001D2150 gPendingMonitorOnReason
       2077  81A 001D2740 gPendingNotifiesList
       2078  81B 001D2240 gPendingSleepInputReason
       2079  81C 001D581E gPhysModifierState
       2080  81D 001D4210 gPlatformRole
       2081  81E 001D2158 gPowerAdaptiveState
       2082  81F 001D2160 gPowerDisplayState
       2083  820 001D2100 gPowerState
       2084  821 001D21E8 gPowerTransitionsState
       2085  822 001D581C gPrevModifierState
       2086  823 001CFE6C gProtocolType
       2087  824 001D4C08 gQueueLock
       2088  825 001CFE58 gRemoteClientKeyboardType
       2089  826 001CFE78 gRemoteDisplayDeviceName
       2090  827 001CFECC gRemoteNumMonitors
       2091  828 001CFE70 gRemotePreviousMonitorsCount
       2092  829 001CFEC8 gRemotePrimaryMonitor
       2093  82A 001CFED0 gRemoteSessionUseWddm
       2094  82B 001CFED8 gRemoteTerminalLuid
       2095  82C 001D2410 gRotationProcessLock
       2096  82D 001D3BC8 gSMWP
       2097  82E 001CFEEC gServiceSessionId
       2098  82F 001CFFD8 gSessionCreationTime
       2099  830 001CC150 gSessionId
       2100  831 001CFA50 gSharedInfo
       2101  832 001D3EE0 gSoundSentry
       2102  833 001CFD58 gSqmIsOptedIn
       2103  834 001CFD50 gSqmSession
       2104  835 001D0980 gStickyKeys
       2105  836 001D07A1 gStickyKeysLeftShiftCount
       2106  837 001D07A0 gStickyKeysRightShiftCount
       2107  838 001D5819 gTKScanCode
