Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kfull.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kfull.sys

    00000000 characteristics
    521ECAF6 time date stamp
        0.00 version
           1 ordinal base
        2345 number of functions
        2345 number of names

    ordinal hint RVA      name

       1465  5B4 00297C40 NtGdiPATHOBJ_bEnumClipLines
       1466  5B5 00297E10 NtGdiPATHOBJ_vEnumStart
       1467  5B6 00297EC0 NtGdiPATHOBJ_vEnumStartClipLines
       1468  5B7 00298060 NtGdiPATHOBJ_vGetBounds
       1469  5B8 0008CD50 NtGdiPatBlt
       1470  5B9 00290A20 NtGdiPathToRegion
       1471  5BA 002724C0 NtGdiPlgBlt
       1472  5BB 002929D0 NtGdiPolyDraw
       1473  5BC 00089AC0 NtGdiPolyPatBlt
       1474  5BD 0014EF70 NtGdiPolyPolyDraw
       1475  5BE 00085AA0 NtGdiPolyTextOutW
       1476  5BF 0014EF90 NtGdiPtInRegion
       1477  5C0 00283000 NtGdiPtVisible
       1478  5C1 00106C20 NtGdiQueryFontAssocInfo
       1479  5C2 0010DA00 NtGdiQueryFonts
       1480  5C3 0014EFB0 NtGdiRectInRegion
       1481  5C4 0007B1C0 NtGdiRectVisible
       1482  5C5 000E28C0 NtGdiRectangle
       1483  5C6 00292B50 NtGdiRemoveFontMemResourceEx
       1484  5C7 00292B70 NtGdiRemoveFontResourceW
       1485  5C8 00260F70 NtGdiRemoveMergeFont
       1486  5C9 00147B20 NtGdiResetDC
       1487  5CA 0029AA60 NtGdiResizePalette
       1488  5CB 00102C80 NtGdiRestoreDC
       1489  5CC 00251520 NtGdiRoundRect
       1490  5CD 00298130 NtGdiSTROBJ_bEnum
       1491  5CE 00298150 NtGdiSTROBJ_bEnumPositionsOnly
       1492  5CF 00298170 NtGdiSTROBJ_bGetAdvanceWidths
       1493  5D0 00298290 NtGdiSTROBJ_dwGetCodePage
       1494  5D1 00298300 NtGdiSTROBJ_vEnumStart
       1495  5D2 0008D860 NtGdiSaveDC
       1496  5D3 00292D10 NtGdiScaleRgn
       1497  5D4 00292D30 NtGdiScaleValues
       1498  5D5 00299DD0 NtGdiScaleViewportExtEx
       1499  5D6 0014AAA0 NtGdiScaleWindowExtEx
       1500  5D7 000F4A40 NtGdiSelectBitmap
       1501  5D8 00292E50 NtGdiSelectBrush
       1502  5D9 001356D0 NtGdiSelectClipPath
       1503  5DA 00111870 NtGdiSelectFont
       1504  5DB 00292E70 NtGdiSelectPen
       1505  5DC 00079D00 NtGdiSetBitmapAttributes
       1506  5DD 0007FC70 NtGdiSetBitmapBits
       1507  5DE 00292E90 NtGdiSetBitmapDimension
       1508  5DF 000E3EA0 NtGdiSetBoundsRect
       1509  5E0 00005CA0 NtGdiSetBrushAttributes
       1510  5E1 00071D00 NtGdiSetBrushOrg
       1511  5E2 00292EE0 NtGdiSetColorAdjustment
       1512  5E3 0011E430 NtGdiSetColorSpace
       1513  5E4 0009F160 NtGdiSetDIBitsToDeviceInternal
       1514  5E5 000F5DE0 NtGdiSetDeviceGammaRamp
       1515  5E6 00283190 NtGdiSetFontEnumeration
       1516  5E7 0013DB90 NtGdiSetFontXform
       1517  5E8 00085240 NtGdiSetIcmMode
       1518  5E9 0011B420 NtGdiSetLayout
       1519  5EA 00261020 NtGdiSetLinkedUFIs
       1520  5EB 0014EFD0 NtGdiSetMagicColors
       1521  5EC 000F4A70 NtGdiSetMetaRgn
       1522  5ED 00101A80 NtGdiSetMiterLimit
       1523  5EE 0014EFF0 NtGdiSetOPMSigningKeyAndSequenceNumbers
       1524  5EF 000B60E0 NtGdiSetPUMPDOBJ
       1525  5F0 0008DD10 NtGdiSetPixel
       1526  5F1 0029D580 NtGdiSetPixelFormat
       1527  5F2 0014F010 NtGdiSetRectRgn
       1528  5F3 0010E3F0 NtGdiSetSizeDevice
       1529  5F4 00293010 NtGdiSetSystemPaletteUse
       1530  5F5 0029D2E0 NtGdiSetTextJustification
       1531  5F6 0012BAA0 NtGdiSetUMPDSandboxState
       1532  5F7 00109A30 NtGdiSetVirtualResolution
       1533  5F8 00109CA0 NtGdiStartDoc
       1534  5F9 0010A500 NtGdiStartPage
       1535  5FA 000FEB50 NtGdiStretchBlt
       1536  5FB 0009F820 NtGdiStretchDIBitsInternal
       1537  5FC 00290B70 NtGdiStrokeAndFillPath
       1538  5FD 00290D00 NtGdiStrokePath
       1539  5FE 0029D7C0 NtGdiSwapBuffers
       1540  5FF 000E57C0 NtGdiTransformPoints
       1541  600 001428C0 NtGdiTransparentBlt
       1542  601 00298380 NtGdiUMPDEngFreeUserMem
       1543  602 00005CA0 NtGdiUnloadPrinterDriver
       1544  603 0012CA60 NtGdiUnmapMemFont
       1545  604 00293030 NtGdiUnrealizeObject
       1546  605 0029AD10 NtGdiUpdateColors
       1547  606 00299F60 NtGdiUpdateTransform
       1548  607 00290E60 NtGdiWidenPath
       1549  608 00298430 NtGdiXFORMOBJ_bApplyXform
       1550  609 000B6670 NtGdiXFORMOBJ_iGetXform
       1551  60A 002985E0 NtGdiXLATEOBJ_cGetPalette
       1552  60B 002986F0 NtGdiXLATEOBJ_hGetColorTransform
       1553  60C 00298760 NtGdiXLATEOBJ_iXlate
       1554  60D 0014F030 NtHWCursorUpdatePointer
       1555  60E 00127140 NtRIMRegisterForInput
       1556  60F 00129DB0 NtUserAcquireIAMKey
       1557  610 0011A6A0 NtUserAcquireInteractiveControlBackgroundAccess
       1558  611 00127790 NtUserAddClipboardFormatListener
       1559  612 00127310 NtUserAlterWindowStyle
       1560  613 0010D810 NtUserAssociateInputContext
       1561  614 00119550 NtUserAttachThreadInput
       1562  615 00212190 NtUserAutoPromoteMouseInPointer
       1563  616 00212210 NtUserAutoRotateScreen
       1564  617 00123630 NtUserBeginLayoutUpdate
       1565  618 00020060 NtUserBeginPaint
       1566  619 000E0F80 NtUserBitBltSysBmp
       1567  61A 002122B0 NtUserBlockInput
       1568  61B 001218F0 NtUserBroadcastThemeChangeEvent
       1569  61C 0011B700 NtUserBuildHimcList
       1570  61D 00051DF0 NtUserBuildHwndList
       1571  61E 0010C210 NtUserBuildNameList
       1572  61F 00114990 NtUserBuildPropList
       1573  620 000F8DF0 NtUserCalcMenuBar
       1574  621 00212310 NtUserCalculatePopupWindowPosition
       1575  622 00025B50 NtUserCallHwnd
       1576  623 000252A0 NtUserCallHwndLock
       1577  624 00108FC0 NtUserCallHwndLockSafe
       1578  625 0012B800 NtUserCallHwndOpt
       1579  626 0010FD50 NtUserCallHwndParam
       1580  627 001163A0 NtUserCallHwndParamLock
       1581  628 00100DC0 NtUserCallHwndParamLockSafe
       1582  629 000273B0 NtUserCallHwndSafe
       1583  62A 00068EE0 NtUserCallMsgFilter
       1584  62B 0013EC80 NtUserCallNextHookEx
       1585  62C 00027500 NtUserCallNoParam
       1586  62D 00027470 NtUserCallOneParam
       1587  62E 00027330 NtUserCallTwoParam
       1588  62F 00005870 NtUserCanBrokerForceForeground
       1589  630 00126370 NtUserChangeClipboardChain
       1590  631 0006DC50 NtUserChangeWindowMessageFilterEx
       1591  632 00212570 NtUserCheckAccessForIntegrityLevel
       1592  633 00145F80 NtUserCheckMenuItem
       1593  634 00212730 NtUserCheckProcessForClipboardAccess
       1594  635 00212A00 NtUserCheckWindowThreadDesktop
       1595  636 00143E00 NtUserChildWindowFromPointEx
       1596  637 00212AC0 NtUserClearForeground
       1597  638 00010990 NtUserCloseClipboard
       1598  639 00113030 NtUserCloseDesktop
       1599  63A 000CAC40 NtUserCloseWindowStation
       1600  63B 00212B60 NtUserCompositionInputSinkLuidFromPoint
       1601  63C 00004130 NtUserCompositionInputSinkViewInstanceIdFromPoint
       1602  63D 00212ED0 NtUserConfirmResizeCommit
       1603  63E 0005F6A0 NtUserConsoleControl
       1604  63F 0000C450 NtUserConvertMemHandle
       1605  640 000FB8E0 NtUserCopyAcceleratorTable
       1606  641 001449E0 NtUserCountClipboardFormats
       1607  642 00111550 NtUserCreateAcceleratorTable
       1608  643 0010B210 NtUserCreateCaret
       1609  644 000D5750 NtUserCreateDCompositionHwndTarget
       1610  645 000CA930 NtUserCreateDesktopEx
       1611  646 0006F7B0 NtUserCreateEmptyCursorObject
       1612  647 0014AE50 NtUserCreateInputContext
       1613  648 0011FDF0 NtUserCreateLocalMemHandle
       1614  649 0004CE80 NtUserCreateWindowEx
       1615  64A 00212FB0 NtUserCreateWindowGroup
       1616  64B 000C8E00 NtUserCreateWindowStation
       1617  64C 002130F0 NtUserCtxDisplayIOCtl
       1618  64D 0011D5D0 NtUserDdeInitialize
       1619  64E 00140FE0 NtUserDefSetText
       1620  64F 00125470 NtUserDeferWindowDpiChanges
       1621  650 00074D80 NtUserDeferWindowPosAndBand
       1622  651 00213230 NtUserDelegateCapturePointers
       1623  652 00116200 NtUserDelegateInput
       1624  653 000FEBD0 NtUserDeleteMenu
       1625  654 00213250 NtUserDeleteWindowGroup
       1626  655 0011C8E0 NtUserDestroyAcceleratorTable
       1627  656 0006F460 NtUserDestroyCursor
       1628  657 000D5120 NtUserDestroyDCompositionHwndTarget
       1629  658 00143CA0 NtUserDestroyInputContext
       1630  659 00112BA0 NtUserDestroyMenu
       1631  65A 0001D730 NtUserDestroyWindow
       1632  65B 00213330 NtUserDisableImmersiveOwner
       1633  65C 0011B680 NtUserDisableProcessWindowFiltering
       1634  65D 0011CEB0 NtUserDisableThreadIme
       1635  65E 00213450 NtUserDiscardPointerFrameMessages
       1636  65F 0002F180 NtUserDispatchMessage
       1637  660 0012AA70 NtUserDoSoundConnect
       1638  661 0012CB00 NtUserDoSoundDisconnect
       1639  662 002134F0 NtUserDragDetect
       1640  663 00213590 NtUserDragObject
       1641  664 00213710 NtUserDrawAnimatedRects
       1642  665 00213870 NtUserDrawCaption
       1643  666 002139B0 NtUserDrawCaptionTemp
       1644  667 00073500 NtUserDrawIconEx
       1645  668 00213C90 NtUserDrawMenuBarTemp
       1646  669 00126CC0 NtUserDwmGetRemoteSessionOcclusionEvent
       1647  66A 0014D140 NtUserDwmGetRemoteSessionOcclusionState
       1648  66B 00213D10 NtUserDwmKernelShutdown
       1649  66C 000D17A0 NtUserDwmKernelStartup
       1650  66D 0005ECE0 NtUserDwmValidateWindow
       1651  66E 0000CB10 NtUserEmptyClipboard
       1652  66F 000F70A0 NtUserEnableChildWindowDpiMessage
       1653  670 00100C40 NtUserEnableIAMAccess
       1654  671 00120560 NtUserEnableMenuItem
       1655  672 00101950 NtUserEnableMouseInPointer
       1656  673 000DCFC0 NtUserEnableMouseInputForCursorSuppression
       1657  674 00213DC0 NtUserEnableNonClientDpiScaling
       1658  675 0011A4A0 NtUserEnableResizeLayoutSynchronization
       1659  676 000E08B0 NtUserEnableScrollBar
       1660  677 00213E60 NtUserEnableSoftwareCursorForScreenCapture
       1661  678 0014F050 NtUserEnableTouchPad
       1662  679 00148E80 NtUserEnableWindowGDIScaledDpiMessage
       1663  67A 00213EE0 NtUserEnableWindowGroupPolicy
       1664  67B 0012A780 NtUserEnableWindowResizeOptimization
       1665  67C 00106070 NtUserEndDeferWindowPosEx
       1666  67D 0012A180 NtUserEndMenu
       1667  67E 000F3AA0 NtUserEndPaint
       1668  67F 0014F070 NtUserEnumDisplayDevices
       1669  680 0014F090 NtUserEnumDisplayMonitors
       1670  681 0014F0B0 NtUserEnumDisplaySettings
       1671  682 00213FF0 NtUserEvent
       1672  683 001470E0 NtUserExcludeUpdateRgn
       1673  684 00072220 NtUserFillWindow
       1674  685 0006F890 NtUserFindExistingCursorIcon
       1675  686 000523F0 NtUserFindWindowEx
       1676  687 002140E0 NtUserFlashWindowEx
       1677  688 00214240 NtUserForceWindowToDpiForTest
       1678  689 00214340 NtUserFrostCrashedWindow
       1679  68A 0011FBA0 NtUserGetActiveProcessesDpis
       1680  68B 002143E0 NtUserGetAltTabInfo
       1681  68C 000D0D70 NtUserGetAncestor
       1682  68D 00214750 NtUserGetAppImeLevel
       1683  68E 000FFEE0 NtUserGetAtomName
       1684  68F 00008210 NtUserGetAutoRotationState
       1685  690 0013FF60 NtUserGetCIMSSM
       1686  691 000ECE00 NtUserGetCPD
       1687  692 00016250 NtUserGetCaretBlinkTime
       1688  693 00123B30 NtUserGetCaretPos
       1689  694 0006EB80 NtUserGetClassInfoEx
       1690  695 000E8E80 NtUserGetClassName
       1691  696 00214800 NtUserGetClipboardAccessToken
       1692  697 0000DCC0 NtUserGetClipboardData
       1693  698 001160D0 NtUserGetClipboardFormatName
       1694  699 0000EC00 NtUserGetClipboardOwner
       1695  69A 00010E90 NtUserGetClipboardSequenceNumber
       1696  69B 00214940 NtUserGetClipboardViewer
       1697  69C 00141110 NtUserGetComboBoxInfo
       1698  69D 00140E60 NtUserGetControlBrush
       1699  69E 00214990 NtUserGetControlColor
       1700  69F 00107B00 NtUserGetCurrentDpiInfoForWindow
       1701  6A0 000FEA60 NtUserGetCurrentInputMessageSource
       1702  6A1 00118D30 NtUserGetCursor
       1703  6A2 00118E40 NtUserGetCursorFrameInfo
       1704  6A3 00070780 NtUserGetCursorInfo
       1705  6A4 0014F0D0 NtUserGetDC
       1706  6A5 00106D20 NtUserGetDCEx
       1707  6A6 0011C810 NtUserGetDManipHookInitFunction
       1708  6A7 00109B10 NtUserGetDesktopID
       1709  6A8 00214AB0 NtUserGetDisplayAutoRotationPreferences
       1710  6A9 00214B80 NtUserGetDisplayAutoRotationPreferencesByProcessId
       1711  6AA 00016090 NtUserGetDoubleClickTime
       1712  6AB 000F3F60 NtUserGetDpiForCurrentProcess
       1713  6AC 0014F0F0 NtUserGetDpiForMonitor
       1714  6AD 0004A050 NtUserGetForegroundWindow
       1715  6AE 000EE830 NtUserGetGUIThreadInfo
       1716  6AF 00214CA0 NtUserGetGestureConfig
       1717  6B0 00214F90 NtUserGetGestureExtArgs
       1718  6B1 002150F0 NtUserGetGestureInfo
       1719  6B2 00129180 NtUserGetGuiResources
       1720  6B3 002152A0 NtUserGetHimetricScaleFactorFromPixelLocation
       1721  6B4 000A1900 NtUserGetIconInfo
       1722  6B5 001000A0 NtUserGetIconSize
       1723  6B6 002154A0 NtUserGetImeHotKey
       1724  6B7 000CAD30 NtUserGetImeInfoEx
       1725  6B8 0010B870 NtUserGetInputLocaleInfo
       1726  6B9 00215600 NtUserGetInteractiveControlDeviceInfo
       1727  6BA 00215770 NtUserGetInteractiveControlInfo
       1728  6BB 00215910 NtUserGetInteractiveCtrlSupportedWaveforms
       1729  6BC 00215AF0 NtUserGetInternalWindowPos
       1730  6BD 001175F0 NtUserGetKeyNameText
       1731  6BE 00015450 NtUserGetKeyState
       1732  6BF 0011A570 NtUserGetKeyboardLayoutName
       1733  6C0 00015280 NtUserGetKeyboardState
       1734  6C1 00215C30 NtUserGetLayeredWindowAttributes
       1735  6C2 00215DB0 NtUserGetListBoxInfo
       1736  6C3 00018780 NtUserGetMenuBarInfo
       1737  6C4 00215E40 NtUserGetMenuIndex
       1738  6C5 00215EF0 NtUserGetMenuItemRect
       1739  6C6 00032840 NtUserGetMessage
       1740  6C7 00216160 NtUserGetMouseMovePointsEx
       1741  6C8 000702C0 NtUserGetObjectInformation
       1742  6C9 000E0EE0 NtUserGetOemBitmapSize
       1743  6CA 0014A330 NtUserGetOpenClipboardWindow
       1744  6CB 00149480 NtUserGetOwnerTransformedMonitorRect
       1745  6CC 002162C0 NtUserGetPhysicalDeviceRect
       1746  6CD 002163D0 NtUserGetPointerDevice
       1747  6CE 002164E0 NtUserGetPointerDeviceCursors
       1748  6CF 002166E0 NtUserGetPointerDeviceProperties
       1749  6D0 000E9F30 NtUserGetPointerDeviceRects
       1750  6D1 00106670 NtUserGetPointerDevices
       1751  6D2 0014F110 NtUserGetPrecisionTouchPadConfiguration
       1752  6D3 00216A10 NtUserGetPriorityClipboardFormat
       1753  6D4 000F40F0 NtUserGetProcessUIContextInformation
       1754  6D5 000CB010 NtUserGetProcessWindowStation
       1755  6D6 000C5A00 NtUserGetProp
       1756  6D7 000C4A50 NtUserGetQueueStatusReadonly
       1757  6D8 00216B00 NtUserGetRawInputBuffer
       1758  6D9 00002D70 NtUserGetRawInputData
       1759  6DA 00216E80 NtUserGetRawInputDeviceInfo
       1760  6DB 00217340 NtUserGetRawInputDeviceList
       1761  6DC 002175A0 NtUserGetRegisteredRawInputDevices
       1762  6DD 0010F660 NtUserGetRequiredCursorSizes
       1763  6DE 00108CF0 NtUserGetResizeDCompositionSynchronizationObject
       1764  6DF 000218C0 NtUserGetScrollBarInfo
       1765  6E0 00013050 NtUserGetSystemMenu
       1766  6E1 000FA8B0 NtUserGetThreadDesktop
       1767  6E2 000ECC00 NtUserGetThreadState
       1768  6E3 000220D0 NtUserGetTitleBarInfo
       1769  6E4 00217630 NtUserGetTopLevelWindow
       1770  6E5 002176B0 NtUserGetTouchInputInfo
       1771  6E6 00217810 NtUserGetTouchValidationStatus
       1772  6E7 0010BD40 NtUserGetUpdateRect
       1773  6E8 000D36F0 NtUserGetUpdateRgn
       1774  6E9 00217890 NtUserGetUpdatedClipboardFormats
       1775  6EA 00217AA0 NtUserGetWOWClass
       1776  6EB 000F4C00 NtUserGetWindowBand
       1777  6EC 00070A80 NtUserGetWindowCompositionAttribute
       1778  6ED 00217BB0 NtUserGetWindowCompositionInfo
       1779  6EE 000F3310 NtUserGetWindowDC
       1780  6EF 00217D90 NtUserGetWindowDisplayAffinity
       1781  6F0 00217E80 NtUserGetWindowFeedbackSetting
       1782  6F1 00005D20 NtUserGetWindowGroupId
       1783  6F2 0011AD60 NtUserGetWindowMinimizeRect
       1784  6F3 000EB080 NtUserGetWindowPlacement
       1785  6F4 001173C0 NtUserGetWindowProcessHandle
       1786  6F5 0004DA30 NtUserGetWindowRgnEx
       1787  6F6 0001E8B0 NtUserGhostWindowFromHungWindow
       1788  6F7 00218060 NtUserHandleDelegatedInput
       1789  6F8 00218150 NtUserHardErrorControl
       1790  6F9 00071190 NtUserHideCaret
       1791  6FA 00218270 NtUserHidePointerContactVisualization
       1792  6FB 002182F0 NtUserHiliteMenuItem
       1793  6FC 00218470 NtUserHungWindowFromGhostWindow
       1794  6FD 002184D0 NtUserHwndQueryRedirectionInfo
       1795  6FE 002189F0 NtUserHwndSetRedirectionInfo
       1796  6FF 00218BA0 NtUserImpersonateDdeClientWindow
       1797  700 00218C70 NtUserInheritWindowMonitor
       1798  701 001FAEF0 NtUserInitTask
       1799  702 0014F130 NtUserInitialize
       1800  703 00125CE0 NtUserInitializeClientPfnArrays
       1801  704 00218D90 NtUserInitializeTouchInjection
       1802  705 00218E50 NtUserInjectGesture
       1803  706 00219110 NtUserInjectTouchInput
       1804  707 00219310 NtUserInteractiveControlQueryUsage
       1805  708 00219440 NtUserInternalGetWindowIcon
       1806  709 000EE560 NtUserInternalGetWindowText
       1807  70A 000D3B30 NtUserInvalidateRect
       1808  70B 000D3A70 NtUserInvalidateRgn
       1809  70C 000E8080 NtUserIsChildWindowDpiMessageEnabled
       1810  70D 00010EE0 NtUserIsClipboardFormatAvailable
       1811  70E 002194D0 NtUserIsMouseInPointerEnabled
       1812  70F 00219530 NtUserIsMouseInputEnabled
       1813  710 000E8CE0 NtUserIsNonClientDpiScalingEnabled
       1814  711 00219580 NtUserIsResizeLayoutSynchronizationEnabled
       1815  712 000E8DC0 NtUserIsTopLevelWindow
       1816  713 00219640 NtUserIsTouchWindow
       1817  714 000FFA20 NtUserIsWindowBroadcastingDpiToChildren
       1818  715 00219740 NtUserIsWindowGDIScaledDpiMessageEnabled
       1819  716 000C8350 NtUserKillTimer
       1820  717 00111D30 NtUserLayoutCompleted
       1821  718 002197E0 NtUserLinkDpiCursor
       1822  719 00124330 NtUserLockWindowStation
       1823  71A 002198B0 NtUserLockWindowUpdate
       1824  71B 00008640 NtUserLockWorkStation
       1825  71C 00149630 NtUserLogicalToPerMonitorDPIPhysicalPoint
       1826  71D 00219920 NtUserLogicalToPhysicalDpiPointForWindow
       1827  71E 001005E0 NtUserLogicalToPhysicalPoint
       1828  71F 00219AA0 NtUserMNDragLeave
       1829  720 00219B40 NtUserMNDragOver
       1830  721 00219C20 NtUserMagControl
       1831  722 00219CD0 NtUserMagGetContextInformation
       1832  723 0021A1D0 NtUserMagSetContextInformation
       1833  724 0021A9D0 NtUserMenuItemFromPoint
       1834  725 000DEEB0 NtUserMessageCall
       1835  726 0021ABB0 NtUserMinMaximize
       1836  727 0021ACB0 NtUserModifyUserStartupInfoFlags
       1837  728 0021AD30 NtUserModifyWindowTouchCapability
       1838  729 001001E0 NtUserMoveWindow
       1839  72A 00026840 NtUserMsgWaitForMultipleObjectsEx
       1840  72B 00005900 NtUserNavigateFocus
       1841  72C 00105580 NtUserNotifyIMEStatus
       1842  72D 0005EA90 NtUserNotifyProcessCreate
       1843  72E 00054530 NtUserNotifyWinEvent
       1844  72F 000103E0 NtUserOpenClipboard
       1845  730 000CB2E0 NtUserOpenDesktop
       1846  731 000CAAB0 NtUserOpenInputDesktop
       1847  732 0021ADE0 NtUserOpenThreadDesktop
       1848  733 000CB0A0 NtUserOpenWindowStation
       1849  734 0021AE90 NtUserPaintDesktop
       1850  735 000F8AA0 NtUserPaintMenuBar
       1851  736 0021AF40 NtUserPaintMonitor
       1852  737 00033950 NtUserPeekMessage
       1853  738 0021B090 NtUserPerMonitorDPIPhysicalToLogicalPoint
       1854  739 0021B2C0 NtUserPhysicalToLogicalDpiPointForWindow
       1855  73A 001007A0 NtUserPhysicalToLogicalPoint
       1856  73B 0002ADB0 NtUserPostMessage
       1857  73C 0006A660 NtUserPostThreadMessage
       1858  73D 0021B440 NtUserPrintWindow
       1859  73E 000EDEA0 NtUserProcessConnect
       1860  73F 0021B520 NtUserProcessInkFeedbackCommand
       1861  740 0021B670 NtUserPromoteMouseInPointer
       1862  741 0021B6E0 NtUserPromotePointer
       1863  742 0021B7A0 NtUserQueryBSDRWindow
       1864  743 00102CA0 NtUserQueryInformationThread
       1865  744 0010B450 NtUserQueryInputContext
       1866  745 0021B7F0 NtUserQuerySendMessage
       1867  746 00059A00 NtUserQueryWindow
       1868  747 0021B8D0 NtUserRealChildWindowFromPoint
       1869  748 000FEE10 NtUserRealInternalGetMessage
       1870  749 0021B940 NtUserRealWaitMessageEx
       1871  74A 0003C1C0 NtUserRedrawWindow
       1872  74B 00129310 NtUserRegisterBSDRWindow
       1873  74C 0004FEB0 NtUserRegisterClassExWOW
       1874  74D 001134F0 NtUserRegisterDManipHook
       1875  74E 0021B9C0 NtUserRegisterEdgy
       1876  74F 0021BBE0 NtUserRegisterErrorReportingDialog
       1877  750 0006E550 NtUserRegisterHotKey
       1878  751 00129760 NtUserRegisterPointerDeviceNotifications
       1879  752 0021BC50 NtUserRegisterPointerInputTarget
       1880  753 00066890 NtUserRegisterRawInputDevices
       1881  754 0021BD50 NtUserRegisterServicesProcess
       1882  755 0014F150 NtUserRegisterSessionPort
       1883  756 001282F0 NtUserRegisterShellPTPListener
       1884  757 0021BDE0 NtUserRegisterTasklist
       1885  758 00112EE0 NtUserRegisterTouchHitTestingWindow
       1886  759 00122A20 NtUserRegisterTouchPadCapable
       1887  75A 00113200 NtUserRegisterUserApiHook
       1888  75B 000E5D80 NtUserRegisterWindowMessage
       1889  75C 00126980 NtUserRemoteConnect
       1890  75D 0021BE60 NtUserRemoteRedrawRectangle
       1891  75E 0021BF00 NtUserRemoteRedrawScreen
       1892  75F 0021BF80 NtUserRemoteStopScreenUpdates
       1893  760 000CA740 NtUserRemoveClipboardFormatListener
       1894  761 0011AC10 NtUserRemoveMenu
       1895  762 000F0D80 NtUserRemoveProp
       1896  763 00007F80 NtUserReportInertia
       1897  764 0021BFF0 NtUserRequestMoveSizeOperation
       1898  765 0021C100 NtUserResolveDesktopForWOW
       1899  766 00006550 NtUserRestoreWindowDpiChanges
       1900  767 000E9030 NtUserSBGetParms
       1901  768 000ED0D0 NtUserScrollDC
       1902  769 00047580 NtUserScrollWindowEx
       1903  76A 000F4800 NtUserSelectPalette
       1904  76B 00005DE0 NtUserSendEventMessage
       1905  76C 000149A0 NtUserSendInput
       1906  76D 0021C2E0 NtUserSendInteractiveControlHapticsReport
       1907  76E 00006DF0 NtUserSetActivationFilter
       1908  76F 0011BDE0 NtUserSetActiveProcessForMonitor
       1909  770 0011C410 NtUserSetActiveWindow
       1910  771 0021C3E0 NtUserSetAppImeLevel
       1911  772 0021C4A0 NtUserSetAutoRotation
       1912  773 0021C510 NtUserSetBridgeWindowChild
       1913  774 000C73E0 NtUserSetBrokeredForeground
       1914  775 0021C670 NtUserSetCalibrationData
       1915  776 000680A0 NtUserSetCapture
       1916  777 00125550 NtUserSetChildWindowNoActivate
       1917  778 0021C900 NtUserSetClassLong
       1918  779 000F2330 NtUserSetClassLongPtr
       1919  77A 0021C9E0 NtUserSetClassWord
       1920  77B 0000EF50 NtUserSetClipboardData
       1921  77C 0000A0D0 NtUserSetClipboardViewer
       1922  77D 0011CBB0 NtUserSetCoreWindow
       1923  77E 000043A0 NtUserSetCoreWindowPartner
       1924  77F 0006F500 NtUserSetCursor
       1925  780 0021CA60 NtUserSetCursorContents
       1926  781 000F50A0 NtUserSetCursorIconData
       1927  782 00012950 NtUserSetCursorPos
       1928  783 0021CB00 NtUserSetDesktopColorTransform
       1929  784 0021CBE0 NtUserSetDialogControlDpiChangeBehavior
       1930  785 000084B0 NtUserSetDisplayAutoRotationPreferences
       1931  786 0021CCE0 NtUserSetDisplayMapping
       1932  787 0021CE30 NtUserSetFallbackForeground
       1933  788 00062F30 NtUserSetFocus
       1934  789 00120EA0 NtUserSetForegroundWindowForApplication
       1935  78A 001207D0 NtUserSetGestureConfig
       1936  78B 0010B9B0 NtUserSetImeHotKey
       1937  78C 000C9C60 NtUserSetImeInfoEx
       1938  78D 00019750 NtUserSetImeOwnerWindow
       1939  78E 00060BB0 NtUserSetInformationThread
       1940  78F 0021CF20 NtUserSetInteractiveControlFocus
       1941  790 0021D020 NtUserSetInteractiveCtrlRotationAngle
       1942  791 0021D0B0 NtUserSetInternalWindowPos
       1943  792 0013F060 NtUserSetKeyboardState
       1944  793 0007BFD0 NtUserSetLayeredWindowAttributes
       1945  794 00142010 NtUserSetMenu
       1946  795 0021D210 NtUserSetMenuContextHelpId
       1947  796 0011DC20 NtUserSetMenuDefaultItem
       1948  797 0021D2F0 NtUserSetMenuFlagRtoL
       1949  798 0021D3B0 NtUserSetMirrorRendering
       1950  799 0021D490 NtUserSetObjectInformation
       1951  79A 00110320 NtUserSetParent
       1952  79B 0014F170 NtUserSetPrecisionTouchPadConfiguration
       1953  79C 0021D620 NtUserSetProcessInteractionFlags
       1954  79D 0021D6A0 NtUserSetProcessRestrictionExemption
       1955  79E 0021D720 NtUserSetProcessUIAccessZorder
       1956  79F 000F4270 NtUserSetProcessWindowStation
       1957  7A0 000F0FC0 NtUserSetProp
       1958  7A1 000E01F0 NtUserSetScrollInfo
       1959  7A2 0021D790 NtUserSetSensorPresence
       1960  7A3 000C67F0 NtUserSetShellWindowEx
       1961  7A4 0014F190 NtUserSetSysColors
       1962  7A5 0021D810 NtUserSetSystemCursor
       1963  7A6 00141BE0 NtUserSetSystemMenu
       1964  7A7 0021D8C0 NtUserSetSystemTimer
       1965  7A8 00006CA0 NtUserSetTargetForResourceBrokering
       1966  7A9 00060930 NtUserSetThreadDesktop
       1967  7AA 000427A0 NtUserSetThreadInputBlocked
       1968  7AB 0021D960 NtUserSetThreadLayoutHandles
       1969  7AC 001204E0 NtUserSetThreadState
       1970  7AD 00053800 NtUserSetTimer
       1971  7AE 0005CE00 NtUserSetWinEventHook
       1972  7AF 0021DA70 NtUserSetWindowArrangement
       1973  7B0 00074930 NtUserSetWindowBand
